
-0.03,0.0,0.03,0.34,0.7,15
0.1,0.95,0.95,1.02,0.92,16
0.76,0.87,0.09,0.11,0.08,17
-0.05,-0.05,0.06,0.78,0.73,18
0.4,0.55,0.61,0.62,0.52,0
0.41,0.08,0.45,0.42,0.08,1
0.82,0.11,1.14,1.18,0.98,2
-0.03,0.01,1.07,1.08,0.81,3
0.89,0.86,0.79,0.73,0.13,4
0.57,0.72,0.07,0.01,0.03,5
0.17,0.08,0.93,0.93,0.2,6
0.06,-0.01,0.02,0.02,-0.0,7
0.7,0.04,0.07,0.1,0.85,8
0.82,1.03,1.18,1.13,0.95,9
0.82,0.08,0.12,0.11,0.04,10
0.27,0.67,0.68,0.6,0.29,11
0.81,0.82,0.73,0.15,0.09,12
0.61,0.06,0.18,1.03,0.88,13
0.32,0.06,0.15,0.75,0.92,14
-0.01,0.05,0.04,0.25,0.65,15
0.12,0.91,0.94,1.02,0.92,16
0.72,0.8,0.11,0.05,0.06,17
-0.04,-0.06,0.03,0.75,0.65,18
0.23,0.52,0.54,0.56,0.24,0
0.37,0.08,0.33,0.41,0.09,1
0.84,0.08,1.02,0.92,1.04,2
-0.0,0.12,1.2,1.11,0.74,3
0.96,0.82,0.7,0.67,0.11,4
0.58,0.63,0.07,0.05,0.05,5
0.14,0.1,0.88,0.89,0.25,6
0.07,-0.01,0.04,0.03,0.01,7
0.69,0.05,0.09,0.09,0.8,8
0.8,1.05,1.18,1.18,1.03,9
0.82,0.07,0.12,0.13,0.05,10
0.2,0.65,0.63,0.6,0.25,11
0.79,0.81,0.79,0.25,0.09,12
0.57,0.05,0.14,1.06,0.82,13
0.32,0.05,0.15,0.77,0.88,14
-0.01,0.16,0.04,0.25,0.84,15
0.09,0.93,0.92,1.01,0.92,16
0.74,0.88,0.11,0.06,0.05,17
-0.05,-0.06,0.03,0.69,0.66,18
0.21,0.53,0.41,0.42,0.3,0
0.36,0.05,0.37,0.41,0.07,1
0.82,0.1,1.16,1.18,1.06,2
-0.04,0.08,1.16,1.13,0.94,3
0.95,0.85,0.75,0.73,0.17,4
0.61,0.66,0.05,0.03,0.04,5
0.26,0.09,0.91,0.94,0.24,6
0.11,0.0,0.03,0.02,0.01,7
0.68,0.06,0.07,0.08,0.79,8
0.81,1.08,1.22,1.18,1.0,9
0.83,0.08,0.14,0.1,0.04,10
0.42,0.63,0.73,0.76,0.43,11
0.86,0.77,0.73,0.07,0.07,12
0.63,0.05,0.12,1.03,0.8,13
0.29,0.04,0.14,0.82,0.88,14
-0.04,0.07,0.03,0.26,0.79,15
0.08,0.98,0.95,1.02,0.92,16
0.77,0.83,0.08,0.09,0.06,17
-0.06,-0.05,0.04,0.78,0.68,18
0.17,0.37,0.31,0.39,0.25,0
0.35,0.06,0.39,0.44,0.07,1
0.83,0.1,1.13,1.16,0.98,2
-0.02,0.06,1.09,1.16,0.94,3
0.9,0.8,0.72,0.71,0.11,4
0.58,0.66,0.07,0.06,0.04,5
0.15,0.09,0.92,0.96,0.24,6
0.1,0.04,0.06,0.04,0.01,7
0.7,0.06,0.09,0.09,0.81,8
0.7,1.07,1.15,1.12,1.0,9
0.83,0.07,0.1,0.07,0.01,10
0.32,0.58,0.56,0.62,0.34,11
0.85,0.75,0.82,0.14,0.05,12
0.62,0.04,0.12,1.1,0.85,13
0.31,0.04,0.15,0.87,0.9,14
0.01,0.13,0.03,0.21,0.77,15
0.06,0.92,0.91,1.0,0.92,16
0.77,0.84,0.1,0.11,0.06,17
-0.06,-0.05,0.05,0.82,0.68,18
0.34,0.65,0.48,0.47,0.26,0
0.45,0.07,0.39,0.35,0.06,1
0.77,0.07,0.89,0.99,1.01,2
-0.01,0.05,0.95,1.04,0.91,3
0.87,0.75,0.69,0.67,0.11,4
0.56,0.63,0.05,0.02,0.02,5
0.06,0.03,0.85,0.88,0.22,6
0.02,-0.05,0.01,0.02,-0.02,7
0.73,0.04,0.06,0.07,0.86,8
0.9,1.14,1.21,1.15,1.01,9
0.78,0.06,0.09,0.09,0.03,10
0.3,0.71,0.72,0.64,0.28,11
0.81,0.77,0.79,0.12,0.1,12
0.62,0.06,0.13,1.07,0.88,13
0.33,0.04,0.14,0.82,0.92,14
0.05,0.05,0.03,0.14,0.69,15
0.05,0.95,0.93,0.99,0.97,16
0.76,0.8,0.08,0.1,0.08,17
-0.03,-0.04,0.03,0.75,0.65,18
0.35,0.49,0.27,0.27,0.25,0
0.39,0.07,0.39,0.41,0.08,1
0.78,0.13,1.12,1.18,0.99,2
0.02,0.04,1.01,1.07,0.92,3
0.87,0.82,0.67,0.65,0.09,4
0.55,0.63,0.07,0.03,0.03,5
0.17,0.09,0.89,0.94,0.24,6
0.07,-0.01,0.03,0.03,-0.02,7
0.68,0.05,0.07,0.08,0.81,8
0.75,1.07,1.18,1.14,0.98,9
0.8,0.06,0.13,0.11,0.04,10
0.31,0.69,0.64,0.55,0.25,11
0.84,0.83,0.79,0.23,0.1,12
0.64,0.06,0.16,1.09,0.86,13
0.24,0.04,0.2,0.85,0.93,14
0.02,0.11,0.03,0.12,0.78,15
0.03,0.9,0.84,0.94,0.91,16
0.75,0.84,0.11,0.15,0.09,17
-0.05,-0.05,0.09,0.84,0.69,18
0.25,0.43,0.28,0.22,0.16,0
0.44,0.07,0.35,0.39,0.08,1
0.65,0.04,0.82,1.02,0.91,2
-0.03,0.11,1.2,1.17,0.86,3
0.88,0.84,0.75,0.71,0.1,4
0.56,0.69,0.06,0.04,0.04,5
0.21,0.1,0.88,0.92,0.26,6
0.11,0.0,0.05,0.04,0.02,7
0.71,0.04,0.08,0.13,0.82,8
0.72,0.95,1.11,1.09,0.96,9
0.8,0.06,0.12,0.11,0.01,10
0.3,0.55,0.61,0.57,0.16,11
0.77,0.76,0.68,0.06,0.07,12
0.64,0.05,0.14,1.08,0.87,13
0.28,0.03,0.15,0.85,0.87,14
-0.02,0.05,0.01,0.03,0.59,15
0.04,0.89,0.83,0.95,0.88,16
0.75,0.85,0.09,0.12,0.06,17
0.0,-0.03,0.03,0.73,0.57,18
