
0.72,0.09,1.06,0.98,0.97,2
0.01,-0.02,0.95,1.02,0.78,3
0.93,0.88,0.77,0.66,0.12,4
0.65,0.7,0.07,0.03,0.05,5
0.25,0.03,0.89,0.85,0.2,6
0.13,0.02,0.01,0.03,0.02,7
0.6,0.03,0.04,0.09,0.78,8
0.74,1.16,1.11,1.12,0.97,9
0.75,0.06,-0.0,0.02,0.01,10
0.47,0.78,0.71,0.84,0.48,11
0.81,0.82,0.78,0.16,0.07,12
0.55,0.04,0.09,0.98,0.72,13
0.33,0.06,0.25,0.8,0.75,14
0.07,0.06,-0.01,0.65,0.63,15
0.21,1.16,1.05,1.05,0.92,16
0.75,0.95,0.17,0.16,0.05,17
0.14,-0.03,0.04,0.66,0.6,18
0.09,0.16,0.15,0.14,0.09,0
0.3,-0.06,0.46,0.26,0.09,1
0.64,-0.04,1.11,1.02,0.92,2
-0.03,-0.13,1.11,1.08,0.92,3
0.76,0.76,0.67,0.64,0.1,4
0.5,0.57,0.01,0.01,-0.01,5
0.08,-0.06,0.79,0.83,0.16,6
-0.04,-0.15,-0.06,-0.03,-0.03,7
0.57,-0.07,-0.0,0.04,0.82,8
0.79,1.13,1.16,1.08,0.98,9
0.72,-0.04,-0.02,-0.02,-0.03,10
0.35,0.68,0.67,0.64,0.47,11
0.72,0.74,0.64,0.05,0.05,12
0.49,-0.07,0.05,0.91,0.74,13
0.23,-0.03,0.11,0.72,0.78,14
-0.11,-0.02,-0.01,0.23,0.71,15
0.05,1.16,1.07,1.03,0.82,16
0.59,0.83,0.04,0.0,0.02,17
-0.09,-0.11,0.17,0.73,0.67,18
0.3,0.46,0.5,0.45,0.25,0
0.3,-0.05,0.38,0.26,0.07,1
0.67,-0.03,1.02,1.0,0.93,2
-0.1,-0.11,1.02,1.0,0.79,3
0.92,0.79,0.65,0.61,0.13,4
0.55,0.59,0.0,0.02,-0.0,5
0.22,-0.05,0.76,0.85,0.17,6
0.05,-0.12,-0.04,-0.02,-0.02,7
0.52,-0.02,0.02,0.04,0.74,8
0.79,1.11,1.11,1.09,0.98,9
0.74,-0.02,0.0,-0.0,-0.02,10
0.51,0.73,0.77,0.7,0.38,11
0.8,0.73,0.61,0.03,0.07,12
0.49,-0.06,0.05,0.88,0.7,13
0.23,-0.07,0.14,0.74,0.82,14
-0.11,-0.05,-0.03,0.07,0.59,15
0.01,0.9,0.87,0.84,0.82,16
0.73,0.88,0.02,-0.0,0.02,17
-0.07,-0.13,0.07,0.69,0.58,18
0.4,0.54,0.45,0.45,0.26,0
0.32,0.01,0.38,0.35,0.05,1
0.72,0.01,1.02,0.89,0.87,2
-0.02,-0.04,1.04,1.01,0.82,3
0.83,0.71,0.61,0.59,0.16,4
0.51,0.54,-0.0,-0.03,0.0,5
0.05,-0.03,0.8,0.74,0.19,6
-0.06,-0.13,-0.06,-0.03,-0.02,7
0.57,-0.01,0.0,0.03,0.76,8
0.81,1.15,1.14,1.09,0.98,9
0.74,-0.03,0.0,-0.0,-0.02,10
0.18,0.6,0.57,0.52,0.25,11
0.8,0.83,0.6,0.02,0.08,12
0.52,-0.06,0.04,0.88,0.7,13
0.28,-0.05,0.14,0.79,0.77,14
-0.12,-0.09,-0.03,0.22,0.56,15
0.02,1.04,0.92,0.93,0.83,16
0.75,0.93,0.04,0.01,0.03,17
-0.12,-0.17,-0.01,0.63,0.6,18
0.11,0.49,0.33,0.2,0.12,0
0.25,-0.0,0.38,0.33,0.07,1
0.72,-0.02,1.09,1.05,0.83,2
-0.11,-0.09,1.0,0.99,0.76,3
0.84,0.84,0.63,0.57,0.08,4
0.51,0.62,0.0,0.01,0.01,5
-0.07,-0.07,0.85,0.8,-0.0,6
0.03,-0.03,0.01,0.02,-0.01,7
0.55,0.0,0.01,0.04,0.73,8
0.79,1.19,1.13,1.07,0.95,9
0.71,-0.03,-0.01,-0.01,-0.0,10
0.26,0.63,0.68,0.58,0.29,11
0.73,0.79,0.6,0.04,0.04,12
0.5,-0.05,0.05,0.83,0.75,13
-0.13,-0.1,-0.04,0.16,0.59,15
0.0,1.04,0.89,0.97,0.9,16
0.69,0.91,0.03,0.01,0.03,17
-0.08,-0.15,0.04,0.64,0.52,18
0.28,-0.01,0.28,0.29,0.07,1
0.67,-0.0,1.07,0.98,0.9,2
-0.09,-0.09,0.97,0.92,0.69,3
0.8,0.83,0.67,0.67,0.07,4
0.49,0.6,-0.0,-0.02,0.02,5
0.18,-0.03,0.79,0.81,0.18,6
0.06,-0.08,-0.03,-0.01,0.0,7
0.52,-0.0,0.0,0.03,0.71,8
0.73,1.14,1.1,1.04,0.96,9
0.77,-0.04,0.0,-0.01,-0.01,10
0.26,0.59,0.54,0.44,0.22,11
0.74,0.88,0.62,0.03,0.05,12
0.49,-0.03,0.05,0.88,0.72,13
0.32,-0.04,0.14,0.78,0.86,14
-0.07,0.01,-0.03,0.06,0.56,15
0.02,1.0,0.89,0.85,0.87,16
0.67,0.92,0.05,0.03,0.02,17
-0.08,-0.15,0.13,0.76,0.65,18
0.14,0.45,0.37,0.37,0.22,0
0.35,-0.01,0.32,0.32,0.06,1
0.65,-0.01,1.04,1.03,0.84,2
-0.05,-0.09,1.08,1.02,0.87,3
0.87,0.87,0.7,0.64,0.12,4
0.52,0.58,-0.0,-0.02,0.0,5
-0.01,-0.05,1.0,0.89,0.02,6
-0.04,-0.14,-0.03,-0.02,-0.02,7
0.56,-0.01,-0.0,0.03,0.75,8
0.74,1.15,1.11,1.06,0.91,9
0.72,-0.03,-0.02,-0.02,-0.02,10
0.22,0.64,0.64,0.54,0.25,11
0.74,0.79,0.61,0.11,0.08,12
0.49,-0.03,0.06,0.91,0.71,13
0.25,-0.05,0.09,0.65,0.83,14
-0.08,-0.07,-0.04,0.12,0.58,15
0.04,0.96,0.85,0.88,0.87,16
0.72,0.9,0.04,0.06,0.06,17
-0.03,-0.13,0.13,0.76,0.65,18
0.28,0.56,0.5,0.52,0.26,0
0.33,-0.06,0.39,0.34,0.03,1
0.63,-0.08,1.05,1.07,0.89,2
-0.09,-0.17,0.91,0.92,0.69,3
0.77,0.8,0.64,0.56,0.05,4
0.47,0.55,-0.01,-0.03,0.02,5
0.19,-0.1,0.79,0.83,0.06,6
0.1,-0.15,-0.0,0.0,-0.01,7
0.61,-0.03,0.0,0.03,0.74,8
0.61,1.13,1.14,1.09,0.95,9
0.74,-0.04,-0.01,-0.01,0.0,10
0.21,0.51,0.51,0.41,0.17,11
0.72,0.73,0.56,0.07,0.06,12
0.51,-0.06,0.07,0.92,0.79,13
0.25,-0.14,0.12,0.7,0.86,14
-0.03,-0.11,-0.01,0.24,0.61,15
0.02,0.95,0.79,0.85,0.8,16
0.67,0.82,0.04,0.08,0.09,17
-0.06,-0.2,0.03,0.71,0.57,18
0.15,0.54,0.48,0.46,0.36,0
0.32,-0.21,0.24,0.21,0.04,1
0.77,-0.17,1.14,1.05,0.89,2
-0.08,-0.19,0.98,0.95,0.71,3
0.73,0.82,0.6,0.52,0.07,4
0.49,0.52,-0.0,-0.02,0.01,5
0.02,0.05,0.88,0.87,0.14,6
0.04,-0.14,-0.03,-0.02,-0.03,7
0.57,-0.02,0.01,0.03,0.75,8
0.8,1.2,1.12,1.07,0.94,9
0.75,-0.03,0.04,0.02,-0.0,10
0.23,0.45,0.54,0.44,0.15,11
0.76,0.88,0.63,0.0,0.04,12
0.5,-0.06,0.05,0.99,0.76,13
0.25,-0.16,0.13,0.75,0.81,14
0.05,-0.07,-0.04,0.02,0.53,15
0.05,1.14,1.02,0.99,0.86,16
0.66,0.87,0.02,-0.0,0.01,17
-0.07,-0.21,-0.01,0.7,0.64,18
0.37,0.65,0.54,0.44,0.22,0
0.35,0.16,0.45,0.32,0.13,1
0.78,0.19,1.06,1.09,1.02,2
0.02,0.07,1.07,1.11,0.84,3
0.81,0.89,0.69,0.68,0.16,4
0.57,0.71,0.05,0.04,0.05,5
0.26,0.15,0.9,0.94,0.21,6
0.06,0.06,0.01,0.02,0.02,7
0.61,0.14,0.06,0.08,0.81,8
0.82,1.15,1.17,1.18,1.03,9
0.76,0.13,0.06,0.04,0.03,10
0.24,0.48,0.55,0.48,0.24,11
0.73,0.85,0.68,0.08,0.09,12
0.57,0.15,0.14,0.99,0.86,13
0.31,0.15,0.21,0.78,0.9,14
-0.01,0.09,0.04,0.28,0.63,15
0.11,1.04,0.9,0.95,0.86,16
0.73,0.94,0.09,0.06,0.06,17
0.0,0.04,0.14,0.74,0.59,18
0.27,0.58,0.46,0.42,0.28,0
0.39,0.19,0.53,0.45,0.08,1
0.69,0.18,1.06,1.08,0.95,2
0.04,0.08,0.96,1.01,0.73,3
0.81,0.96,0.71,0.71,0.11,4
0.43,0.63,0.05,0.04,0.04,5
0.16,0.16,0.87,0.95,0.2,6
0.06,0.09,0.05,0.03,0.03,7
0.62,0.16,0.07,0.09,0.83,8
0.81,1.15,1.15,1.16,0.99,9
0.73,0.11,0.05,0.03,0.03,10
0.12,0.5,0.38,0.29,0.13,11
0.71,0.88,0.69,0.16,0.07,12
0.56,0.12,0.12,0.99,0.85,13
0.33,0.14,0.17,0.82,0.85,14
0.01,0.12,0.03,0.27,0.64,15
0.14,0.97,0.9,0.97,0.87,16
0.66,0.91,0.08,0.02,0.06,17
0.01,0.04,0.17,0.75,0.61,18
0.29,0.47,0.32,0.32,0.26,0
0.34,0.14,0.29,0.32,0.09,1
0.67,0.15,1.07,1.12,0.87,2
0.03,0.1,1.09,1.09,0.82,3
0.76,0.89,0.64,0.64,0.11,4
0.52,0.66,0.05,0.03,0.05,5
0.13,0.16,0.83,0.92,0.19,6
0.04,0.05,0.01,0.02,0.03,7
0.57,0.16,0.06,0.07,0.8,8
0.67,1.12,1.06,1.12,0.94,9
0.73,0.13,0.06,0.02,0.05,10
0.29,0.64,0.62,0.55,0.31,11
0.75,0.91,0.69,0.13,0.07,12
0.5,0.12,0.13,0.89,0.83,13
0.29,0.13,0.18,0.78,0.86,14
-0.01,0.11,0.03,0.12,0.76,15
0.09,1.03,0.82,0.83,0.84,16
0.71,0.93,0.09,0.03,0.06,17
0.0,0.02,0.06,0.67,0.59,18
0.29,0.56,0.46,0.42,0.22,0
0.4,0.12,0.43,0.44,0.09,1
0.74,0.14,1.04,1.16,0.99,2
0.02,0.06,1.01,1.1,0.88,3
0.86,0.9,0.74,0.75,0.12,4
0.54,0.65,0.05,0.02,0.04,5
0.17,0.13,0.81,0.89,0.23,6
0.13,0.06,0.02,0.04,0.05,7
0.61,0.11,0.06,0.07,0.67,8
0.95,1.02,0.92,0.96,0.97,9
0.71,0.14,0.05,0.03,0.05,10
0.32,0.59,0.54,0.52,0.31,11
0.75,0.9,0.68,0.15,0.09,12
0.55,0.13,0.12,0.98,0.84,13
0.31,0.12,0.16,0.75,0.87,14
0.04,0.12,0.02,0.08,0.75,15
0.1,0.99,0.85,0.94,0.85,16
0.71,0.85,0.07,0.03,0.06,17
-0.01,-0.01,0.06,0.74,0.64,18
0.31,0.4,0.24,0.17,0.15,0
0.38,0.08,0.43,0.28,0.09,1
0.76,0.08,1.02,1.05,0.97,2
0.01,-0.01,1.02,1.04,0.98,3
0.85,0.76,0.71,0.69,0.24,4
0.49,0.58,0.02,-0.0,0.04,5
0.2,0.02,0.78,0.86,0.24,6
0.02,-0.05,-0.01,-0.0,0.02,7
0.63,0.02,0.03,0.09,0.84,8
0.85,1.12,1.15,1.09,1.02,9
0.75,0.04,0.03,0.01,0.05,10
0.26,0.37,0.42,0.4,0.18,11
0.71,0.75,0.68,0.05,0.1,12
0.6,-0.0,0.09,0.97,0.75,13
0.27,0.01,0.15,0.75,0.97,14
-0.03,-0.06,0.01,0.14,0.8,15
0.21,0.85,0.77,0.89,0.91,16
0.68,0.78,0.05,0.05,0.08,17
-0.01,-0.08,0.04,0.81,0.77,18
0.28,0.51,0.38,0.27,0.25,0
0.39,0.01,0.36,0.43,0.1,1
0.8,0.03,1.04,1.09,0.97,2
0.14,0.0,0.95,1.01,0.96,3
0.8,0.75,0.65,0.67,0.15,4
0.52,0.59,0.03,0.03,0.05,5
0.17,0.03,0.8,0.85,0.28,6
0.12,-0.05,0.01,0.02,0.03,7
0.58,0.01,0.04,0.06,0.73,8
0.85,1.09,1.1,1.05,1.02,9
0.8,0.04,0.06,0.04,0.05,10
0.29,0.59,0.54,0.41,0.27,11
0.74,0.81,0.65,0.05,0.07,12
0.61,0.0,0.09,0.95,0.84,13
0.29,-0.0,0.13,0.78,0.93,14
0.02,0.09,0.01,0.12,0.77,15
0.19,0.84,0.73,0.82,0.87,16
0.72,0.78,0.06,0.03,0.05,17
0.0,-0.1,0.0,0.55,0.66,18
0.26,0.45,0.28,0.26,0.26,0
0.45,0.05,0.44,0.44,0.09,1
0.7,0.06,1.03,1.03,0.88,2
0.06,-0.0,0.97,1.01,0.93,3
0.82,0.8,0.58,0.58,0.1,4
0.54,0.68,0.05,0.05,0.07,5
0.17,0.01,0.76,0.81,0.23,6
0.13,-0.05,0.04,0.03,0.05,7
0.65,0.01,0.05,0.07,0.83,8
0.86,1.08,1.11,1.03,1.01,9
0.75,0.02,0.05,0.03,0.03,10
0.34,0.68,0.63,0.52,0.31,11
0.77,0.75,0.64,0.05,0.09,12
0.6,0.03,0.1,0.94,0.86,13
0.26,0.01,0.12,0.71,0.93,14
-0.0,-0.05,-0.0,0.01,0.63,15
0.08,0.87,0.87,0.96,0.93,16
0.71,0.89,0.1,0.12,0.08,17
0.0,-0.0,0.04,0.78,0.68,18
0.26,0.56,0.27,0.29,0.2,0
0.38,0.1,0.37,0.37,0.08,1
0.76,0.12,1.19,1.06,0.87,2
-0.02,0.05,1.14,1.1,0.78,3
0.86,0.88,0.7,0.7,0.12,4
0.56,0.7,0.05,0.04,0.03,5
0.21,0.13,0.9,0.99,0.25,6
0.16,0.04,0.03,0.03,0.02,7
0.66,0.09,0.06,0.09,0.84,8
0.77,0.97,1.17,1.17,1.0,9
0.82,0.11,0.09,0.08,0.04,10
0.23,0.69,0.63,0.52,0.31,11
0.74,0.86,0.74,0.07,0.09,12
0.61,0.08,0.14,1.09,0.89,13
0.26,0.06,0.16,0.81,0.97,14
0.01,0.11,0.04,0.27,0.7,15
0.21,0.82,0.83,0.94,0.96,16
0.74,0.85,0.1,0.13,0.11,17
0.02,-0.01,0.04,0.77,0.71,18
0.21,0.52,0.35,0.35,0.26,0
0.34,0.11,0.39,0.37,0.09,1
0.77,0.14,1.17,1.11,0.82,2
-0.01,0.05,1.17,1.09,0.71,3
0.88,0.84,0.79,0.79,0.11,4
0.6,0.74,0.06,0.05,0.07,5
0.16,0.09,0.87,0.94,0.2,6
0.15,0.07,0.05,0.04,0.04,7
0.68,0.08,0.09,0.1,0.86,8
0.8,1.06,1.19,1.17,1.0,9
0.83,0.1,0.07,0.05,0.03,10
0.26,0.64,0.72,0.62,0.37,11
0.76,0.81,0.72,0.06,0.08,12
0.62,0.08,0.14,1.11,0.86,13
0.32,0.07,0.17,0.8,0.92,14
-0.03,-0.0,0.0,0.03,0.63,15
0.07,0.88,0.81,0.87,0.89,16
0.75,0.85,0.09,0.1,0.1,17
0.01,-0.04,0.02,0.64,0.68,18
0.24,0.52,0.48,0.4,0.32,0
0.33,0.07,0.48,0.46,0.09,1
0.84,0.1,1.21,1.11,0.95,2
-0.02,0.03,1.08,1.09,0.73,3
0.94,0.82,0.77,0.71,0.13,4
0.61,0.7,0.06,0.04,0.03,5
0.2,0.07,0.92,0.96,0.24,6
0.07,-0.03,0.02,0.02,-0.02,7
0.7,0.08,0.08,0.09,0.83,8
0.86,1.11,1.21,1.17,0.97,9
0.83,0.08,0.11,0.09,0.04,10
0.34,0.64,0.65,0.61,0.34,11
0.82,0.86,0.74,0.06,0.08,12
0.6,0.08,0.15,1.04,0.85,13
0.23,0.08,0.2,0.81,0.87,14
-0.01,0.03,0.03,0.09,0.77,15
0.11,0.9,0.95,1.04,0.95,16
0.8,0.81,0.09,0.09,0.11,17
0.0,-0.04,0.02,0.75,0.67,18
0.25,0.57,0.41,0.3,0.22,0
0.43,0.09,0.4,0.5,0.08,1
0.67,0.08,1.04,1.09,0.9,2
-0.01,0.06,1.17,1.11,0.74,3
1.01,0.89,0.79,0.7,0.1,4
0.61,0.7,0.07,0.07,0.04,5
0.22,0.13,0.9,0.93,0.22,6
0.15,0.04,0.05,0.04,0.02,7
0.7,0.09,0.09,0.12,0.87,8
0.85,1.14,1.24,1.22,1.04,9
0.81,0.09,0.11,0.09,0.05,10
0.24,0.65,0.56,0.47,0.22,11
0.81,0.73,0.7,0.06,0.06,12
0.63,0.07,0.12,1.08,0.78,13
0.28,0.08,0.19,0.82,0.93,14
0.04,0.1,0.03,0.16,0.64,15
0.07,0.9,0.83,0.98,0.88,16
0.77,0.83,0.1,0.14,0.09,17
0.04,-0.02,0.03,0.74,0.66,18
0.2,0.37,0.22,0.18,0.15,0
0.41,0.11,0.4,0.47,0.1,1
0.74,0.14,1.17,1.21,0.9,2
-0.02,0.04,1.1,1.1,0.81,3
0.86,0.85,0.74,0.67,0.12,4
0.6,0.67,0.07,0.05,0.04,5
0.2,0.08,0.91,0.96,0.22,6
0.16,0.04,0.07,0.05,0.03,7
0.69,0.07,0.08,0.09,0.82,8
0.83,1.09,1.24,1.2,1.01,9
0.82,0.06,0.11,0.09,0.04,10
0.27,0.64,0.69,0.56,0.26,11
0.79,0.77,0.69,0.07,0.08,12
0.61,0.07,0.14,1.02,0.86,13
0.25,0.07,0.18,0.76,0.94,14
-0.03,-0.03,0.02,0.37,0.72,15
0.08,0.91,0.8,0.95,0.92,16
0.76,0.83,0.11,0.12,0.08,17
0.06,-0.0,0.03,0.73,0.62,18
0.33,0.48,0.37,0.34,0.27,0
0.44,0.08,0.39,0.44,0.07,1
0.75,0.14,1.19,1.21,0.99,2
-0.03,0.04,1.08,1.06,0.77,3
0.97,0.82,0.78,0.71,0.16,4
0.58,0.65,0.04,0.02,0.02,5
0.25,0.12,0.9,0.96,0.25,6
0.13,-0.01,0.03,0.03,0.01,7
0.7,0.06,0.08,0.08,0.84,8
0.83,1.07,1.22,1.17,1.01,9
0.81,0.06,0.11,0.08,0.04,10
0.21,0.59,0.56,0.51,0.22,11
0.79,0.68,0.75,0.1,0.1,12
0.63,0.06,0.13,1.06,0.88,13
0.29,0.05,0.15,0.86,0.89,14
-0.03,-0.0,0.04,0.38,0.71,15
0.09,0.98,0.87,1.01,0.94,16
0.79,0.82,0.07,0.08,0.07,17
-0.04,-0.06,0.06,0.82,0.69,18
0.17,0.63,0.48,0.47,0.27,0
0.37,0.07,0.39,0.31,0.09,1
0.84,0.16,1.22,1.17,1.03,2
-0.03,0.06,1.13,1.08,0.78,3
0.83,0.77,0.68,0.68,0.1,4
0.55,0.68,0.06,0.03,0.04,5
0.22,0.06,0.88,0.92,0.2,6
0.06,0.04,0.04,0.02,0.03,7
0.71,0.07,0.08,0.1,0.86,8
0.82,0.97,1.19,1.16,0.99,9
0.82,0.08,0.11,0.09,0.05,10
0.4,0.56,0.57,0.6,0.22,11
0.86,0.77,0.75,0.09,0.09,12
0.58,0.06,0.13,1.03,0.83,13
0.31,0.07,0.16,0.81,0.85,14
